time;Bx;By;Bz;BT
9,853483;6,77;16,26;-27,71;32,83
9,873157;6,89;16,15;-27,72;32,82
9,893642;6,90;16,11;-27,67;32,75
9,917133;7,04;15,98;-27,84;32,86
9,935025;7,35;15,66;-27,87;32,81
9,954755;7,35;15,70;-27,65;32,64
9,974072;7,22;15,51;-27,69;32,55
9,996648;7,17;15,44;-27,86;32,64
10,013283;6,85;15,18;-27,72;32,34
10,034317;6,70;15,12;-27,78;32,33
10,054261;6,92;14,95;-27,99;32,48
10,074473;6,92;15,08;-27,95;32,51
10,095062;6,60;15,21;-28,04;32,58
10,115245;6,64;15,27;-27,91;32,50
10,135423;6,55;15,59;-27,78;32,52
10,155310;6,83;15,74;-27,74;32,62
10,176254;6,77;15,80;-27,72;32,62
10,195131;6,92;15,72;-27,76;32,65
10,215169;6,68;15,93;-27,74;32,68
10,235617;6,51;16,06;-27,78;32,74
10,255922;6,38;16,02;-27,72;32,65
10,276486;6,34;15,83;-27,95;32,74
10,296473;6,59;15,66;-28,06;32,81
10,316338;6,30;15,42;-27,87;32,47
10,336137;6,19;15,44;-27,72;32,33
10,356956;6,14;15,46;-27,39;32,04
10,378833;6,12;15,61;-27,41;32,13
10,398799;6,19;15,50;-27,48;32,15
10,417459;6,51;15,63;-27,71;32,47
10,437686;6,57;15,83;-27,78;32,64
10,457918;6,36;15,87;-27,84;32,67
10,479155;6,32;15,98;-27,89;32,76
10,498659;6,57;15,93;-28,08;32,94
10,518940;6,75;16,13;-28,10;33,10
10,538273;6,77;15,98;-28,04;32,98
10,559319;6,74;15,96;-27,71;32,68
10,579359;6,79;15,81;-27,65;32,57
10,598949;6,45;15,63;-27,46;32,25
10,618278;6,55;15,44;-27,46;32,18
10,639351;6,66;15,51;-27,63;32,38
10,659651;6,60;15,55;-27,50;32,28
10,679795;6,44;15,36;-27,42;32,09
10,699287;6,38;15,10;-27,42;31,95
10,722866;6,30;15,14;-27,69;32,18
10,739615;6,17;15,27;-27,50;32,05
10,759152;6,32;15,61;-27,52;32,26
10,780081;6,40;15,63;-27,55;32,32
10,801218;6,40;15,57;-27,20;31,99
10,819369;6,40;15,70;-27,26;32,10
10,839326;6,30;15,76;-27,33;32,17
10,859870;6,36;16,06;-27,27;32,28
10,880286;6,53;15,98;-27,20;32,22
10,899539;6,53;15,93;-27,12;32,13
10,923920;6,57;15,76;-26,99;31,94
10,944426;6,55;16,00;-27,01;32,07
10,960823;6,62;16,17;-27,20;32,33
10,980771;6,51;16,15;-27,03;32,15
11,000581;6,62;16,17;-27,14;32,28
11,022945;6,77;16,06;-27,05;32,18
11,041401;6,74;16,10;-26,96;32,11
11,062074;6,79;16,06;-27,09;32,21
11,081693;6,77;15,95;-27,16;32,22
11,102431;7,04;15,74;-27,07;32,09
11,121552;6,90;15,61;-27,07;32,00
11,141821;7,00;15,48;-26,99;31,89
11,161780;6,98;15,53;-26,88;31,82
11,182276;6,85;15,44;-27,01;31,86
11,202653;6,64;15,38;-27,12;31,88
11,223022;6,62;15,46;-27,18;31,96
11,243114;6,53;15,63;-27,27;32,10
11,263540;6,12;15,76;-27,24;32,06
11,284230;6,25;15,70;-27,29;32,10
11,303751;6,44;15,61;-27,42;32,20
11,323343;6,27;15,59;-27,37;32,11
11,343524;6,30;15,68;-27,41;32,20
11,364134;6,42;15,61;-27,52;32,28
11,385407;6,45;15,51;-27,42;32,16
11,404739;6,59;15,42;-27,29;32,03
11,424570;6,68;15,36;-27,16;31,91
11,444219;6,83;15,48;-27,05;31,90
11,465466;6,70;15,61;-27,12;32,00
11,485578;6,77;15,68;-27,24;32,15
11,505124;6,64;15,65;-27,33;32,18
11,525442;6,74;15,91;-27,27;32,28
11,545433;6,83;15,91;-27,14;32,19
11,565434;6,70;15,96;-27,14;32,19
11,585901;6,72;15,85;-27,07;32,08
11,606239;6,47;15,66;-27,09;31,95
11,626184;6,44;15,68;-27,12;31,99
11,645742;6,59;15,74;-27,18;32,09
11,665700;6,60;15,72;-27,01;31,94
11,686703;6,51;15,55;-26,88;31,73
11,705545;6,30;15,61;-27,09;31,89
11,725864;6,44;15,68;-27,26;32,10
11,745879;6,44;15,74;-27,39;32,24
11,766001;6,51;15,83;-27,46;32,36
11,786307;6,30;15,80;-27,33;32,19
11,806317;6,30;15,76;-27,11;31,98
11,827024;6,51;15,72;-27,18;32,07
11,847360;6,47;15,76;-27,01;31,94
11,867053;6,68;15,96;-27,03;32,10
11,887677;6,53;15,65;-26,92;31,81
11,910573;6,38;15,57;-26,73;31,59
11,928215;6,36;15,55;-26,66;31,51
11,947609;6,53;15,55;-26,73;31,61
11,967729;6,51;15,31;-27,11;31,80
11,989222;6,34;15,63;-27,01;31,84
12,010399;6,30;15,65;-27,42;32,20
12,029016;6,10;15,50;-27,41;32,07
12,048349;6,30;15,81;-27,42;32,28
12,068358;6,51;16,02;-27,57;32,55
12,088983;6,64;15,85;-27,61;32,52
12,109439;6,77;15,81;-27,57;32,50
12,129479;6,57;15,83;-27,42;32,34
12,148715;6,72;15,68;-27,57;32,43
12,169046;6,77;15,65;-27,41;32,28
12,189505;6,79;15,50;-27,39;32,19
12,209647;6,66;15,33;-27,48;32,16
12,230194;6,70;15,40;-27,44;32,17
12,250319;6,59;15,51;-27,52;32,27
12,270101;6,47;15,50;-27,57;32,29
12,291131;6,59;15,83;-27,69;32,57
12,310547;6,59;15,70;-27,61;32,44
12,331192;6,51;15,72;-27,63;32,45
12,350694;6,59;15,81;-27,74;32,61
12,371626;6,75;15,95;-27,87;32,82
12,391125;6,64;15,76;-28,06;32,86
12,410757;6,47;16,00;-27,82;32,74
12,430880;6,49;15,93;-27,80;32,69
12,451284;6,29;15,74;-27,63;32,41
12,471342;6,30;15,83;-27,61;32,45
12,491785;6,36;15,83;-27,48;32,35
12,512395;6,27;15,76;-27,29;32,13
12,531805;6,23;15,66;-27,20;32,00
12,552318;6,25;15,81;-27,22;32,09
12,573207;6,42;15,74;-27,37;32,22
12,593447;6,42;15,87;-27,42;32,33
12,612826;6,55;15,70;-27,29;32,16
12,632105;6,74;15,80;-27,16;32,13
12,656905;6,79;15,87;-27,48;32,45
12,673813;6,87;15,80;-27,55;32,50
12,692962;6,85;15,83;-27,57;32,53
12,712860;6,94;15,83;-27,63;32,59
